id,order_id,customer_id,customer_segment,amount_inr,payment_method,bank,is_high_value,status,latency_ms,failure_code,failure_reason,is_soft_failure,retry_count
pay_42_00256,order_42_00256,cust_10534,Returning,443.75,NetBanking,Bank A,False,captured,2621.6,,,False,0
pay_42_00257,order_42_00257,cust_46110,New,89.52,Cards,Bank B,False,captured,2077.2,,,False,0
pay_42_00258,order_42_00258,cust_76708,New,1992.34,UPI,Bank A,False,captured,735.2,,,False,0
pay_42_00259,order_42_00259,cust_96437,New,2906.99,UPI,Bank B,False,captured,690.9,,,False,0
pay_42_00260,order_42_00260,cust_34054,Returning,1558.57,Cards,Bank A,False,captured,1923.2,,,False,0
pay_42_00261,order_42_00261,cust_95643,Returning,260.42,Wallets,Bank C,False,captured,1058.5,,,False,0
pay_42_00262,order_42_00262,cust_53965,Returning,664.15,UPI,Bank A,False,captured,997.1,,,False,0
pay_42_00263,order_42_00263,cust_30224,New,807.13,UPI,Bank B,False,captured,819.8,,,False,0
pay_42_00264,order_42_00264,cust_40825,Returning,1478.52,NetBanking,Bank A,False,captured,4207.6,,,False,0
pay_42_00265,order_42_00265,cust_50056,Returning,1585.0,Cards,Bank A,False,captured,2187.2,,,False,0
pay_42_00266,order_42_00266,cust_39063,Returning,389.88,Cards,Bank B,False,captured,1823.1,,,False,0
pay_42_00267,order_42_00267,cust_74952,Returning,881.83,Cards,Bank B,False,captured,1837.2,,,False,0
pay_42_00268,order_42_00268,cust_11674,New,1283.42,UPI,Bank B,False,captured,762.6,,,False,0
pay_42_00269,order_42_00269,cust_76275,Returning,3483.6,UPI,Bank A,False,captured,1175.2,,,False,0
pay_42_00270,order_42_00270,cust_33004,New,1643.37,Cards,Bank C,False,captured,1965.9,,,False,0
pay_42_00271,order_42_00271,cust_20492,New,1788.36,Cards,Bank C,False,captured,1635.5,,,False,0
pay_42_00272,order_42_00272,cust_30116,Returning,883.44,NetBanking,Bank C,False,captured,2819.9,,,False,0
pay_42_00273,order_42_00273,cust_84205,Returning,3329.11,NetBanking,Bank A,False,captured,4166.2,,,False,0
pay_42_00274,order_42_00274,cust_11269,VIP,2692.49,UPI,Bank B,False,captured,490.2,,,False,0
pay_42_00275,order_42_00275,cust_87909,Returning,343.41,UPI,Bank A,False,captured,804.3,,,False,0
pay_42_00276,order_42_00276,cust_93600,Returning,3305.59,Cards,Bank A,False,captured,1979.1,,,False,0
pay_42_00277,order_42_00277,cust_19111,Returning,1632.56,Cards,Bank D,False,captured,1730.3,,,False,0
pay_42_00278,order_42_00278,cust_26453,Returning,521.63,Cards,Bank A,False,captured,2154.4,,,False,0
pay_42_00279,order_42_00279,cust_40077,New,502.96,Cards,Bank B,False,captured,1440.2,,,False,0
pay_42_00280,order_42_00280,cust_12779,New,1092.88,NetBanking,Bank B,False,captured,2435.3,,,False,0
pay_42_00281,order_42_00281,cust_49263,New,1291.02,UPI,Bank C,False,captured,404.6,,,False,0
pay_42_00282,order_42_00282,cust_56825,Returning,989.59,UPI,Bank B,False,captured,907.7,,,False,0
pay_42_00283,order_42_00283,cust_47706,New,1109.11,UPI,Bank A,False,captured,719.7,,,False,0
pay_42_00284,order_42_00284,cust_51302,New,4446.88,UPI,Bank A,False,captured,733.7,,,False,0
pay_42_00285,order_42_00285,cust_78159,New,2372.13,UPI,Bank B,False,captured,998.1,,,False,0
pay_42_00286,order_42_00286,cust_41406,VIP,2162.66,UPI,Bank A,False,captured,900.5,,,False,0
pay_42_00287,order_42_00287,cust_33777,New,2082.47,UPI,Bank B,False,captured,810.8,,,False,0
pay_42_00288,order_42_00288,cust_47265,Returning,289.3,UPI,Bank A,False,captured,950.1,,,False,0
pay_42_00289,order_42_00289,cust_61287,New,1209.46,UPI,Bank A,False,captured,848.6,,,False,0
pay_42_00290,order_42_00290,cust_34918,Returning,4960.72,UPI,Bank B,False,captured,933.8,,,False,0
pay_42_00291,order_42_00291,cust_62409,New,653.25,UPI,Bank A,False,captured,840.8,,,False,0
pay_42_00292,order_42_00292,cust_91731,New,348.06,Cards,Bank B,False,captured,2012.1,,,False,0
pay_42_00293,order_42_00293,cust_31341,Returning,423.23,UPI,Bank C,False,captured,1212.3,,,False,0
pay_42_00294,order_42_00294,cust_78416,New,273.24,UPI,Bank C,False,captured,1043.1,,,False,0
pay_42_00295,order_42_00295,cust_43313,New,370.64,UPI,Bank A,False,captured,783.0,,,False,0
pay_42_00296,order_42_00296,cust_59156,New,560.87,Cards,Bank A,False,captured,1793.3,,,False,0
pay_42_00297,order_42_00297,cust_37829,New,199.22,UPI,Bank A,False,captured,696.7,,,False,0
pay_42_00298,order_42_00298,cust_70282,New,825.19,Cards,Bank B,False,captured,1568.9,,,False,0
pay_42_00299,order_42_00299,cust_13326,New,2002.75,UPI,Bank C,False,captured,615.5,,,False,0
pay_42_00300,order_42_00300,cust_23569,Returning,327.75,UPI,Bank A,False,captured,784.3,,,False,0
pay_42_00301,order_42_00301,cust_81558,Returning,3711.84,UPI,Bank D,False,captured,859.0,,,False,0
pay_42_00302,order_42_00302,cust_97227,Returning,1353.96,UPI,Bank A,False,captured,818.6,,,False,0
pay_42_00303,order_42_00303,cust_53790,New,2276.92,Cards,Bank B,False,captured,2012.9,,,False,0
pay_42_00304,order_42_00304,cust_12892,VIP,925.77,Cards,Bank C,False,captured,1898.7,,,False,0
pay_42_00305,order_42_00305,cust_10654,New,1909.36,Wallets,Bank C,False,captured,1051.3,,,False,0
pay_42_00306,order_42_00306,cust_58867,New,272.62,UPI,Bank C,False,captured,914.6,,,False,0
pay_42_00307,order_42_00307,cust_37200,Returning,1978.8,UPI,Bank C,False,captured,969.1,,,False,0
pay_42_00308,order_42_00308,cust_97892,New,964.72,Cards,Bank A,False,captured,1999.5,,,False,0
pay_42_00309,order_42_00309,cust_49148,New,1412.69,UPI,Bank C,False,captured,651.8,,,False,0
pay_42_00310,order_42_00310,cust_45450,Returning,250.74,UPI,Bank A,False,captured,975.4,,,False,0
pay_42_00311,order_42_00311,cust_88012,Returning,331.93,UPI,Bank C,False,captured,771.1,,,False,0
pay_42_00312,order_42_00312,cust_30836,Returning,1476.2,UPI,Bank B,False,captured,712.0,,,False,0
pay_42_00313,order_42_00313,cust_65648,Returning,314.71,Wallets,Bank C,False,captured,1079.0,,,False,0
pay_42_00314,order_42_00314,cust_21957,VIP,2840.3,Cards,Bank B,False,captured,1823.9,,,False,0
pay_42_00315,order_42_00315,cust_92018,New,207.03,Cards,Bank B,False,captured,1542.2,,,False,0
pay_42_00316,order_42_00316,cust_92464,New,1897.28,UPI,Bank B,False,captured,635.2,,,False,0
pay_42_00317,order_42_00317,cust_95092,New,236.86,UPI,Bank C,False,captured,1013.1,,,False,0
pay_42_00318,order_42_00318,cust_79202,New,1411.35,UPI,Bank A,False,captured,897.4,,,False,0
pay_42_00319,order_42_00319,cust_81051,New,1518.73,UPI,Bank A,False,captured,921.7,,,False,0
pay_42_00320,order_42_00320,cust_13681,VIP,890.41,UPI,Bank A,False,captured,780.1,,,False,0
pay_42_00321,order_42_00321,cust_52292,Returning,1453.93,Cards,Bank A,False,captured,1688.2,,,False,0
pay_42_00322,order_42_00322,cust_84499,Returning,1054.1,Cards,Bank C,False,captured,1597.1,,,False,0
pay_42_00323,order_42_00323,cust_66574,New,473.98,UPI,Bank A,False,captured,635.8,,,False,0
pay_42_00324,order_42_00324,cust_82267,Returning,296.32,Wallets,Bank D,False,captured,1193.3,,,False,0
pay_42_00325,order_42_00325,cust_29177,VIP,251.1,Cards,Bank A,False,captured,1688.2,,,False,0
pay_42_00326,order_42_00326,cust_90730,Returning,1152.46,UPI,Bank A,False,captured,1018.7,,,False,0
pay_42_00327,order_42_00327,cust_38333,New,169.9,Cards,Bank C,False,captured,1451.0,,,False,0
pay_42_00328,order_42_00328,cust_84160,Returning,893.68,UPI,Bank C,False,captured,1052.7,,,False,0
pay_42_00329,order_42_00329,cust_10835,New,624.25,UPI,Bank B,False,captured,950.0,,,False,0
pay_42_00330,order_42_00330,cust_12429,New,1602.22,UPI,Bank B,False,captured,763.5,,,False,0
pay_42_00331,order_42_00331,cust_78143,New,600.62,Cards,Bank C,False,captured,1800.7,,,False,0
pay_42_00332,order_42_00332,cust_41099,Returning,584.38,UPI,Bank A,False,captured,810.0,,,False,0
pay_42_00333,order_42_00333,cust_70782,Returning,1688.96,UPI,Bank D,False,captured,393.0,,,False,0
pay_42_00334,order_42_00334,cust_25339,New,1135.76,UPI,Bank D,False,captured,732.5,,,False,0
pay_42_00335,order_42_00335,cust_10706,New,1114.49,UPI,Bank C,False,captured,1059.8,,,False,0
pay_42_00336,order_42_00336,cust_48523,Returning,1298.89,NetBanking,Bank A,False,captured,2942.6,,,False,0
pay_42_00337,order_42_00337,cust_27718,New,174.94,Cards,Bank C,False,captured,1873.1,,,False,0
pay_42_00338,order_42_00338,cust_54115,New,1731.58,UPI,Bank A,False,captured,752.9,,,False,0
pay_42_00339,order_42_00339,cust_65963,New,1498.87,UPI,Bank A,False,captured,863.0,,,False,0
pay_42_00340,order_42_00340,cust_36660,Returning,293.92,UPI,Bank A,False,captured,671.8,,,False,0
pay_42_00341,order_42_00341,cust_18605,New,636.46,UPI,Bank B,False,captured,554.0,,,False,0
pay_42_00342,order_42_00342,cust_89315,New,781.09,UPI,Bank C,False,captured,627.2,,,False,0
pay_42_00343,order_42_00343,cust_43132,New,710.17,UPI,Bank C,False,captured,861.3,,,False,0
pay_42_00344,order_42_00344,cust_14150,VIP,2495.68,UPI,Bank C,False,captured,770.6,,,False,0
pay_42_00345,order_42_00345,cust_54921,Returning,3399.44,Cards,Bank B,False,failed,1598.7,GATEWAY_TIMEOUT,Payment gateway response timed out after 5000ms,True,0
pay_42_00346,order_42_00346,cust_73879,Returning,2396.51,Cards,Bank A,False,failed,2344.0,GATEWAY_TIMEOUT,Payment gateway response timed out after 5000ms,True,0
pay_42_00347,order_42_00347,cust_92800,New,218.72,UPI,Bank B,False,captured,748.6,,,False,0
pay_42_00348,order_42_00348,cust_11168,Returning,1513.33,UPI,Bank D,False,captured,673.0,,,False,0
pay_42_00349,order_42_00349,cust_25032,New,3068.47,Cards,Bank A,False,captured,1624.5,,,False,0
pay_42_00350,order_42_00350,cust_40270,Returning,1196.08,UPI,Bank C,False,captured,747.4,,,False,0
pay_42_00351,order_42_00351,cust_74817,VIP,5321.11,NetBanking,Bank B,False,captured,2562.1,,,False,0
pay_42_00352,order_42_00352,cust_91515,Returning,6077.02,Cards,Bank B,False,captured,1752.0,,,False,0
pay_42_00353,order_42_00353,cust_26645,Returning,2261.33,UPI,Bank C,False,captured,940.5,,,False,0
pay_42_00354,order_42_00354,cust_79711,Returning,1042.43,UPI,Bank B,False,captured,809.4,,,False,0
pay_42_00355,order_42_00355,cust_84710,New,2310.2,Cards,Bank C,False,captured,1827.0,,,False,0
pay_42_00356,order_42_00356,cust_93732,VIP,2065.95,UPI,Bank D,False,captured,810.0,,,False,0
pay_42_00357,order_42_00357,cust_89557,New,832.06,UPI,Bank B,False,captured,705.2,,,False,0
pay_42_00358,order_42_00358,cust_59703,Returning,571.68,NetBanking,Bank A,False,captured,3543.9,,,False,0
pay_42_00359,order_42_00359,cust_88462,New,3879.31,UPI,Bank B,False,captured,1046.1,,,False,0
pay_42_00360,order_42_00360,cust_37307,New,358.37,UPI,Bank D,False,captured,716.3,,,False,0
pay_42_00361,order_42_00361,cust_34502,New,3760.73,Cards,Bank A,False,captured,1745.4,,,False,0
pay_42_00362,order_42_00362,cust_91494,New,1339.25,UPI,Bank B,False,captured,683.9,,,False,0
pay_42_00363,order_42_00363,cust_20748,Returning,200.48,UPI,Bank B,False,captured,1030.7,,,False,0
pay_42_00364,order_42_00364,cust_21182,Returning,1173.39,NetBanking,Bank C,False,captured,3222.7,,,False,0
pay_42_00365,order_42_00365,cust_72013,New,99.48,UPI,Bank A,False,captured,883.8,,,False,0
pay_42_00366,order_42_00366,cust_61962,New,1518.55,Wallets,Bank C,False,failed,1096.6,GATEWAY_TIMEOUT,Payment gateway response timed out after 5000ms,True,0
pay_42_00367,order_42_00367,cust_81206,Returning,1968.9,NetBanking,Bank D,False,captured,3651.7,,,False,0
pay_42_00368,order_42_00368,cust_75220,New,449.28,UPI,Bank A,False,captured,623.6,,,False,0
pay_42_00369,order_42_00369,cust_57299,Returning,919.24,UPI,Bank A,False,captured,749.7,,,False,0
pay_42_00370,order_42_00370,cust_61012,Returning,5733.94,UPI,Bank D,False,captured,594.0,,,False,0
pay_42_00371,order_42_00371,cust_97096,Returning,489.93,UPI,Bank A,False,captured,878.0,,,False,0
pay_42_00372,order_42_00372,cust_97318,Returning,281.77,UPI,Bank C,False,captured,673.6,,,False,0
pay_42_00373,order_42_00373,cust_29790,New,3574.8,Cards,Bank B,False,captured,1915.8,,,False,0
pay_42_00374,order_42_00374,cust_70186,Returning,5782.48,UPI,Bank A,False,captured,790.6,,,False,0
pay_42_00375,order_42_00375,cust_60251,New,815.41,UPI,Bank C,False,captured,773.4,,,False,0
pay_42_00376,order_42_00376,cust_27929,New,2233.81,Cards,Bank B,False,captured,1529.9,,,False,0
pay_42_00377,order_42_00377,cust_72559,Returning,3107.2,UPI,Bank B,False,captured,888.8,,,False,0
pay_42_00378,order_42_00378,cust_91837,New,386.65,Cards,Bank B,False,captured,1849.3,,,False,0
pay_42_00379,order_42_00379,cust_81387,Returning,500.04,UPI,Bank B,False,captured,1129.4,,,False,0
pay_42_00380,order_42_00380,cust_97201,Returning,2781.86,UPI,Bank A,False,captured,958.6,,,False,0
pay_42_00381,order_42_00381,cust_60577,Returning,4380.92,Cards,Bank B,False,captured,1859.6,,,False,0
pay_42_00382,order_42_00382,cust_41213,VIP,3137.99,Cards,Bank D,False,captured,1682.2,,,False,0
pay_42_00383,order_42_00383,cust_89026,New,337.03,NetBanking,Bank A,False,captured,2895.4,,,False,0
pay_42_00384,order_42_00384,cust_66523,New,5925.74,Cards,Bank C,False,failed,2027.9,GATEWAY_TIMEOUT,Payment gateway response timed out after 5000ms,True,0
pay_42_00385,order_42_00385,cust_94685,Returning,477.72,Cards,Bank A,False,captured,1712.5,,,False,0
pay_42_00386,order_42_00386,cust_46931,New,581.06,UPI,Bank C,False,captured,631.8,,,False,0
pay_42_00387,order_42_00387,cust_89872,Returning,1144.06,UPI,Bank A,False,captured,939.4,,,False,0
pay_42_00388,order_42_00388,cust_16523,Returning,3843.58,Cards,Bank D,False,captured,1823.6,,,False,0
pay_42_00389,order_42_00389,cust_55641,Returning,1908.32,Cards,Bank B,False,failed,1850.2,GATEWAY_TIMEOUT,Payment gateway response timed out after 5000ms,True,0
pay_42_00390,order_42_00390,cust_86102,New,1230.12,Wallets,Bank A,False,captured,1298.0,,,False,0
pay_42_00391,order_42_00391,cust_60654,New,1291.15,UPI,Bank A,False,captured,852.9,,,False,0
pay_42_00392,order_42_00392,cust_75185,New,848.54,UPI,Bank A,False,captured,746.9,,,False,0
pay_42_00393,order_42_00393,cust_62709,New,1419.61,Cards,Bank B,False,captured,2112.2,,,False,0
pay_42_00394,order_42_00394,cust_21620,Returning,64.74,UPI,Bank A,False,captured,1041.0,,,False,0
pay_42_00395,order_42_00395,cust_98578,New,603.89,NetBanking,Bank C,False,captured,2751.2,,,False,0
pay_42_00396,order_42_00396,cust_21267,New,1034.14,NetBanking,Bank B,False,captured,3803.3,,,False,0
pay_42_00397,order_42_00397,cust_16743,New,256.98,UPI,Bank A,False,captured,570.9,,,False,0
pay_42_00398,order_42_00398,cust_38552,Returning,1195.5,Cards,Bank B,False,captured,1576.4,,,False,0
pay_42_00399,order_42_00399,cust_53730,Returning,662.17,Cards,Bank C,False,captured,1596.1,,,False,0
pay_42_00400,order_42_00400,cust_68535,New,4700.74,UPI,Bank A,False,captured,766.3,,,False,0
pay_42_00401,order_42_00401,cust_90674,New,3916.76,NetBanking,Bank A,False,captured,3710.6,,,False,0
pay_42_00402,order_42_00402,cust_78931,New,509.89,UPI,Bank A,False,captured,806.7,,,False,0
pay_42_00403,order_42_00403,cust_73749,New,698.66,Cards,Bank C,False,captured,1276.3,,,False,0
pay_42_00404,order_42_00404,cust_13832,Returning,754.5,UPI,Bank C,False,captured,630.9,,,False,0
pay_42_00405,order_42_00405,cust_51025,Returning,517.15,NetBanking,Bank B,False,captured,3764.0,,,False,0
pay_42_00406,order_42_00406,cust_85118,New,987.35,UPI,Bank C,False,captured,983.0,,,False,0
pay_42_00407,order_42_00407,cust_18418,New,380.59,UPI,Bank C,False,captured,638.5,,,False,0
pay_42_00408,order_42_00408,cust_13407,VIP,577.0,NetBanking,Bank B,False,captured,3770.2,,,False,0
pay_42_00409,order_42_00409,cust_15666,Returning,1514.3,UPI,Bank C,False,captured,1174.8,,,False,0
pay_42_00410,order_42_00410,cust_36505,Returning,1524.66,UPI,Bank A,False,captured,490.5,,,False,0
pay_42_00411,order_42_00411,cust_53169,New,363.47,Wallets,Bank A,False,captured,842.9,,,False,0
pay_42_00412,order_42_00412,cust_13880,Returning,1988.94,Wallets,Bank A,False,captured,821.0,,,False,0
pay_42_00413,order_42_00413,cust_53539,New,432.0,UPI,Bank A,False,captured,792.3,,,False,0
pay_42_00414,order_42_00414,cust_70102,Returning,1046.46,Cards,Bank B,False,captured,1453.9,,,False,0
pay_42_00415,order_42_00415,cust_53333,VIP,4059.44,UPI,Bank D,False,captured,673.2,,,False,0
pay_42_00416,order_42_00416,cust_29073,New,785.55,UPI,Bank A,False,captured,709.6,,,False,0
pay_42_00417,order_42_00417,cust_93795,New,1280.16,UPI,Bank A,False,captured,847.7,,,False,0
pay_42_00418,order_42_00418,cust_34624,New,484.72,Cards,Bank B,False,captured,1892.2,,,False,0
pay_42_00419,order_42_00419,cust_95781,New,667.5,Cards,Bank D,False,captured,1552.6,,,False,0
pay_42_00420,order_42_00420,cust_19589,New,661.26,Cards,Bank A,False,captured,1616.4,,,False,0
pay_42_00421,order_42_00421,cust_83181,New,385.07,Cards,Bank B,False,captured,2027.0,,,False,0
pay_42_00422,order_42_00422,cust_25994,Returning,680.77,UPI,Bank A,False,captured,515.5,,,False,0
pay_42_00423,order_42_00423,cust_36639,Returning,172.67,UPI,Bank A,False,captured,798.9,,,False,0
pay_42_00424,order_42_00424,cust_97876,New,497.13,UPI,Bank D,False,captured,811.8,,,False,0
pay_42_00425,order_42_00425,cust_90052,VIP,1344.24,UPI,Bank D,False,captured,958.1,,,False,0
pay_42_00426,order_42_00426,cust_46701,New,628.8,UPI,Bank A,False,captured,857.1,,,False,0
pay_42_00427,order_42_00427,cust_67241,VIP,1403.83,NetBanking,Bank D,False,captured,2908.8,,,False,0
pay_42_00428,order_42_00428,cust_86325,New,763.75,UPI,Bank B,False,captured,708.9,,,False,0
pay_42_00429,order_42_00429,cust_35563,Returning,1312.18,UPI,Bank C,False,captured,739.3,,,False,0
pay_42_00430,order_42_00430,cust_75886,Returning,1947.92,UPI,Bank B,False,captured,968.3,,,False,0
pay_42_00431,order_42_00431,cust_34127,Returning,424.21,Cards,Bank B,False,captured,1910.9,,,False,0
pay_42_00432,order_42_00432,cust_57997,VIP,536.6,Cards,Bank B,False,captured,2051.9,,,False,0
pay_42_00433,order_42_00433,cust_81743,New,286.56,UPI,Bank C,False,captured,596.4,,,False,0
pay_42_00434,order_42_00434,cust_86768,VIP,1098.01,UPI,Bank A,False,failed,1048.6,GATEWAY_TIMEOUT,Payment gateway response timed out after 5000ms,True,0
pay_42_00435,order_42_00435,cust_66030,New,571.39,Cards,Bank A,False,captured,2131.7,,,False,0
pay_42_00436,order_42_00436,cust_35022,New,376.16,UPI,Bank A,False,captured,840.9,,,False,0
pay_42_00437,order_42_00437,cust_53678,New,222.27,Cards,Bank C,False,captured,1615.5,,,False,0
pay_42_00438,order_42_00438,cust_84323,Returning,514.85,Cards,Bank A,False,captured,2050.6,,,False,0
pay_42_00439,order_42_00439,cust_92994,New,974.01,UPI,Bank C,False,captured,685.4,,,False,0
pay_42_00440,order_42_00440,cust_11211,Returning,1472.96,UPI,Bank D,False,captured,980.5,,,False,0
pay_42_00441,order_42_00441,cust_58542,Returning,465.25,Wallets,Bank A,False,captured,961.8,,,False,0
pay_42_00442,order_42_00442,cust_75584,Returning,537.54,UPI,Bank C,False,captured,591.6,,,False,0
pay_42_00443,order_42_00443,cust_68032,Returning,321.6,UPI,Bank B,False,captured,956.1,,,False,0
pay_42_00444,order_42_00444,cust_77838,New,787.26,Cards,Bank C,False,captured,1972.0,,,False,0
pay_42_00445,order_42_00445,cust_25620,New,347.78,NetBanking,Bank A,False,captured,3564.1,,,False,0
pay_42_00446,order_42_00446,cust_67602,New,1441.05,Wallets,Bank C,False,captured,963.1,,,False,0
pay_42_00447,order_42_00447,cust_76060,New,136.2,Cards,Bank C,False,captured,1546.7,,,False,0
pay_42_00448,order_42_00448,cust_92357,New,567.01,UPI,Bank D,False,captured,532.8,,,False,0
pay_42_00449,order_42_00449,cust_21353,New,1097.85,UPI,Bank C,False,captured,465.4,,,False,0
pay_42_00450,order_42_00450,cust_73370,New,976.36,Cards,Bank B,False,captured,1660.1,,,False,0
pay_42_00451,order_42_00451,cust_64880,VIP,26409.82,UPI,Bank B,True,captured,573.1,,,False,0
pay_42_00452,order_42_00452,cust_88194,Returning,1152.63,UPI,Bank C,False,captured,596.5,,,False,0
pay_42_00453,order_42_00453,cust_98916,New,297.66,NetBanking,Bank B,False,captured,3311.6,,,False,0
pay_42_00454,order_42_00454,cust_71192,Returning,738.44,UPI,Bank A,False,captured,768.1,,,False,0
pay_42_00455,order_42_00455,cust_35993,New,137.52,UPI,Bank D,False,captured,976.8,,,False,0
pay_42_00456,order_42_00456,cust_70277,New,749.5,UPI,Bank C,False,captured,608.9,,,False,0
pay_42_00457,order_42_00457,cust_59990,Returning,353.17,UPI,Bank C,False,captured,850.3,,,False,0
pay_42_00458,order_42_00458,cust_80309,Returning,2029.19,UPI,Bank A,False,captured,972.5,,,False,0
pay_42_00459,order_42_00459,cust_86000,New,468.93,UPI,Bank C,False,captured,844.5,,,False,0
pay_42_00460,order_42_00460,cust_27948,VIP,1590.32,UPI,Bank B,False,failed,532.9,INSUFFICIENT_FUNDS,Customer account has insufficient funds,False,0
pay_42_00461,order_42_00461,cust_48826,Returning,430.28,Cards,Bank C,False,captured,1902.3,,,False,0
pay_42_00462,order_42_00462,cust_82233,Returning,4623.24,Cards,Bank A,False,captured,1951.2,,,False,0
pay_42_00463,order_42_00463,cust_22963,Returning,589.2,UPI,Bank C,False,captured,918.7,,,False,0
pay_42_00464,order_42_00464,cust_89732,Returning,5077.41,Wallets,Bank D,False,captured,1077.2,,,False,0
pay_42_00465,order_42_00465,cust_91494,New,1833.81,UPI,Bank A,False,captured,635.4,,,False,0
pay_42_00466,order_42_00466,cust_75602,New,1315.62,UPI,Bank D,False,captured,628.0,,,False,0
pay_42_00467,order_42_00467,cust_43332,New,1174.66,NetBanking,Bank B,False,captured,3432.9,,,False,0
pay_42_00468,order_42_00468,cust_12251,Returning,1204.47,UPI,Bank C,False,captured,906.1,,,False,0
pay_42_00469,order_42_00469,cust_37027,Returning,118.19,Wallets,Bank C,False,captured,1076.3,,,False,0
pay_42_00470,order_42_00470,cust_70624,New,614.69,UPI,Bank B,False,captured,730.8,,,False,0
pay_42_00471,order_42_00471,cust_39299,VIP,4161.44,Wallets,Bank C,False,captured,1036.2,,,False,0
pay_42_00472,order_42_00472,cust_56015,VIP,1702.0,UPI,Bank C,False,captured,898.4,,,False,0
pay_42_00473,order_42_00473,cust_50857,Returning,199.3,NetBanking,Bank B,False,captured,3545.1,,,False,0
pay_42_00474,order_42_00474,cust_60711,Returning,770.93,UPI,Bank A,False,captured,748.8,,,False,0
pay_42_00475,order_42_00475,cust_59103,Returning,4465.36,Wallets,Bank C,False,captured,897.9,,,False,0
pay_42_00476,order_42_00476,cust_76830,New,2826.77,UPI,Bank C,False,captured,899.7,,,False,0
pay_42_00477,order_42_00477,cust_34398,Returning,763.56,UPI,Bank C,False,captured,685.3,,,False,0
pay_42_00478,order_42_00478,cust_73884,New,2103.69,Wallets,Bank C,False,captured,1058.7,,,False,0
pay_42_00479,order_42_00479,cust_64225,Returning,563.12,UPI,Bank B,False,captured,797.9,,,False,0
pay_42_00480,order_42_00480,cust_61360,New,147.84,Cards,Bank C,False,captured,1300.4,,,False,0
pay_42_00481,order_42_00481,cust_42334,Returning,322.32,Cards,Bank A,False,captured,1712.5,,,False,0
pay_42_00482,order_42_00482,cust_71715,VIP,8530.01,UPI,Bank B,False,captured,873.3,,,False,0
pay_42_00483,order_42_00483,cust_35251,New,617.7,Cards,Bank A,False,captured,1420.3,,,False,0
pay_42_00484,order_42_00484,cust_50733,Returning,636.9,UPI,Bank A,False,captured,813.9,,,False,0
pay_42_00485,order_42_00485,cust_44808,VIP,1324.27,NetBanking,Bank B,False,captured,2511.3,,,False,0
pay_42_00486,order_42_00486,cust_70740,Returning,5454.17,UPI,Bank B,False,captured,880.1,,,False,0
pay_42_00487,order_42_00487,cust_54565,Returning,4129.7,UPI,Bank C,False,captured,1203.9,,,False,0
pay_42_00488,order_42_00488,cust_48563,Returning,7470.97,Wallets,Bank B,False,captured,1203.5,,,False,0
pay_42_00489,order_42_00489,cust_20931,New,692.95,NetBanking,Bank B,False,captured,3028.1,,,False,0
pay_42_00490,order_42_00490,cust_68901,New,1091.85,UPI,Bank A,False,captured,726.8,,,False,0
pay_42_00491,order_42_00491,cust_56691,New,178.28,Cards,Bank B,False,captured,2122.3,,,False,0
pay_42_00492,order_42_00492,cust_31301,Returning,3557.93,UPI,Bank A,False,captured,955.1,,,False,0
pay_42_00493,order_42_00493,cust_72224,New,252.7,UPI,Bank A,False,captured,1020.1,,,False,0
pay_42_00494,order_42_00494,cust_81629,Returning,1009.06,UPI,Bank B,False,captured,825.2,,,False,0
pay_42_00495,order_42_00495,cust_65809,Returning,271.16,UPI,Bank C,False,captured,941.8,,,False,0
pay_42_00496,order_42_00496,cust_31602,Returning,450.85,UPI,Bank B,False,captured,963.6,,,False,0
pay_42_00497,order_42_00497,cust_16073,Returning,351.69,UPI,Bank B,False,captured,980.0,,,False,0
pay_42_00498,order_42_00498,cust_56202,VIP,973.19,Wallets,Bank B,False,captured,1033.6,,,False,0
pay_42_00499,order_42_00499,cust_99743,New,473.84,Wallets,Bank C,False,captured,785.2,,,False,0
pay_42_00500,order_42_00500,cust_40562,Returning,469.53,Cards,Bank B,False,captured,1616.5,,,False,0
pay_42_00501,order_42_00501,cust_84233,Returning,1869.33,UPI,Bank B,False,captured,359.6,,,False,0
pay_42_00502,order_42_00502,cust_79603,Returning,269.11,UPI,Bank A,False,captured,819.8,,,False,0
pay_42_00503,order_42_00503,cust_42317,VIP,2228.31,Cards,Bank A,False,captured,1765.6,,,False,0
pay_42_00504,order_42_00504,cust_58270,New,2746.16,Cards,Bank B,False,captured,1869.9,,,False,0
pay_42_00505,order_42_00505,cust_59833,New,486.29,UPI,Bank B,False,captured,908.1,,,False,0
pay_42_00506,order_42_00506,cust_48328,Returning,396.26,NetBanking,Bank B,False,captured,3160.3,,,False,0
pay_42_00507,order_42_00507,cust_70646,New,645.15,Cards,Bank B,False,captured,1709.9,,,False,0
pay_42_00508,order_42_00508,cust_30541,Returning,2643.15,NetBanking,Bank B,False,captured,3549.6,,,False,0
pay_42_00509,order_42_00509,cust_36028,Returning,986.45,Cards,Bank C,False,captured,1435.0,,,False,0
pay_42_00510,order_42_00510,cust_74824,New,477.61,Cards,Bank C,False,captured,2045.6,,,False,0
pay_42_00511,order_42_00511,cust_25043,Returning,1318.01,UPI,Bank C,False,captured,823.7,,,False,0
pay_42_00512,order_42_00512,cust_47383,New,269.81,NetBanking,Bank D,False,captured,4065.4,,,False,0
